element_type,osmid,barrier,geometry,addr:city,addr:street,name,nodes,leisure,old_name,name:en,wikidata,int_name,name:ar,tourism,wikipedia,name:fa,created_by,access,opening_hours,alt_name,ways,type
way,23989247,,"POLYGON ((59.6038202 36.3010841, 59.6043499 36.3014883, 59.6048899 36.3012084, 59.6051092 36.3010575, 59.604929 36.3008903, 59.6048293 36.3008963, 59.6045597 36.3007299, 59.6042855 36.3004681, 59.6037725 36.300122, 59.6033065 36.3005544, 59.6038458 36.3010511, 59.6038202 36.3010841))",مشهد,,بوستان توحید,"[2610038222, 2610038226, 2614610689, 260095125, 670899612, 8806169308, 8806169309, 670899610, 4099973008, 2610038218, 2610038220, 2610038222]",park,بوستان هشت آباد,,,,,,,,,,,,,
way,23992600,hedge,"POLYGON ((59.5347021 36.3256891, 59.5351913 36.3258965, 59.5421179 36.3236629, 59.5422466 36.323497, 59.5422724 36.3233656, 59.5412082 36.319446, 59.5403819 36.3162284, 59.5400664 36.3161101, 59.5399837 36.3160741, 59.5397232 36.3159382, 59.537649 36.3165978, 59.5372467 36.3168303, 59.5371286 36.3169935, 59.5356927 36.317446, 59.5338128 36.3180372, 59.5337365 36.3180064, 59.5336897 36.3179261, 59.5335642 36.3178805, 59.5327162 36.3181413, 59.5325993 36.3182827, 59.533572 36.3216195, 59.5344017 36.324472, 59.5347021 36.3256891))",,,بوستان ملت,"[260128080, 260128081, 260128082, 260128083, 260128084, 669970283, 260128089, 669958620, 669958619, 260128091, 260128092, 8691502934, 260128094, 669958617, 260128099, 8691502933, 260128100, 260128101, 260128102, 260128103, 669958666, 260128106, 260128080]",park,,Mellat Park,Q5953099,,,,,,,,,,,
way,24011399,,"POLYGON ((59.5578382 36.2849518, 59.5581358 36.285138, 59.5576039 36.285767, 59.5575487 36.2856486, 59.5574964 36.285552, 59.5573111 36.2852709, 59.557054 36.2848212, 59.5568099 36.2843294, 59.556655 36.283916, 59.5569406 36.2837173, 59.5570356 36.2837966, 59.557133 36.2838222, 59.5572672 36.2838059, 59.5573702 36.2836814, 59.5573445 36.2835499, 59.5570269 36.2822492, 59.5563522 36.2817701, 59.5557066 36.2790651, 59.5557954 36.2785539, 59.5564822 36.2789165, 59.5563483 36.2792056, 59.5563954 36.2794327, 59.5565897 36.2797721, 59.556791 36.2800434, 59.5571262 36.2802045, 59.5573085 36.2803602, 59.5575187 36.2803771, 59.5577967 36.2803645, 59.5582795 36.2804164, 59.5586979 36.2804726, 59.5587408 36.2805937, 59.5590895 36.2806283, 59.5595864 36.2805188, 59.5602053 36.2802478, 59.5604306 36.2802521, 59.5607257 36.2803299, 59.5609513 36.2802244, 59.5610422 36.2800359, 59.5610207 36.2798413, 59.5607471 36.2794607, 59.5603856 36.2791294, 59.5606167 36.2790791, 59.5607378 36.2789549, 59.5607708 36.2787745, 59.56125 36.2792462, 59.5618572 36.2789428, 59.5625502 36.2791314, 59.5628286 36.2792071, 59.5622384 36.2806716, 59.5619488 36.2807278, 59.5618522 36.2807926, 59.5620641 36.2811494, 59.5619341 36.2812026, 59.5622111 36.2816127, 59.5624155 36.2817008, 59.5626944 36.2816316, 59.5628715 36.2818694, 59.5634299 36.2820555, 59.5632534 36.2823703, 59.5640365 36.2826428, 59.5632383 36.2841087, 59.562342 36.2837679, 59.5621939 36.2840204, 59.5604767 36.283331, 59.5603323 36.2835697, 59.5599982 36.2834357, 59.5599295 36.283355, 59.5598338 36.2833157, 59.5597121 36.2833087, 59.5596047 36.2833445, 59.5595546 36.2833792, 59.5594971 36.2834952, 59.559414 36.2835877, 59.5591984 36.2834531, 59.5578382 36.2849518))",,,بوستان کوهسنگی,"[260382738, 1280755968, 1280756136, 1280756048, 1280755963, 1280755866, 260382739, 260382740, 260382743, 260382744, 260382745, 667901753, 260382746, 260382747, 260382748, 260382749, 2632851685, 2640314666, 260382750, 260382751, 5899062763, 260382753, 5899062762, 2640314667, 5899062761, 5899062760, 2640314668, 5899062758, 5899062759, 5899062755, 5899062756, 5899062757, 260382754, 5899062764, 5899062754, 5899062753, 260382755, 5899062751, 5899062752, 5899062765, 260382756, 2435612402, 2435612397, 2435612394, 260382758, 260382759, 8209204384, 260382760, 5899062750, 5899062749, 5899062748, 667901739, 260382761, 260382762, 5899062746, 5899062745, 5899062747, 260382763, 260382764, 266221336, 266221337, 260382765, 260382766, 260382767, 260382768, 260382769, 260382770, 260382771, 260382772, 260382773, 260382774, 260382775, 260382776, 260382777, 260382738]",park,,Kooh Sangi Park,,Kooh Sangi Park,كوهسنكي,attraction,fa:کوهسنگی,,,,,,,
way,24026915,,"POLYGON ((59.5360822 36.2998927, 59.5366659 36.2994223, 59.537241 36.2999826, 59.5377559 36.3004461, 59.5371637 36.3009441, 59.5360822 36.2998927))",,,بوستان فردوس,"[260565976, 260565977, 260565978, 260565979, 260565980, 260565976]",park,,Ferdows Park,,,,,,,,,,,,
way,24033919,,"POLYGON ((59.5440166 36.320218, 59.5450124 36.3200401, 59.5453127 36.3211314, 59.5452067 36.3211505, 59.5444154 36.3212917, 59.544317 36.3213093, 59.5440166 36.320218))",,,پارک امین,"[260654342, 260654343, 260654344, 1067528285, 1067528414, 260654345, 260654342]",park,,,,,,,,,,,,,,
way,24043846,,"POLYGON ((59.5583421 36.3527934, 59.5581257 36.3521833, 59.5584858 36.3516596, 59.5586918 36.351307, 59.5586556 36.3508798, 59.5586972 36.3506553, 59.5588042 36.3504505, 59.5589788 36.3503112, 59.5592243 36.3502345, 59.5597046 36.3502217, 59.5605458 36.3487562, 59.5611232 36.3478921, 59.5614212 36.3479473, 59.5614797 36.3480103, 59.5617989 36.348049, 59.5618246 36.34821, 59.5619046 36.3482068, 59.5619963 36.3482031, 59.5619933 36.3480921, 59.5622582 36.3481295, 59.562318 36.3480945, 59.563034 36.3482211, 59.5636226 36.3483642, 59.564252 36.3485533, 59.5644596 36.3486732, 59.5644965 36.3487291, 59.5644964 36.3488225, 59.5644596 36.3488831, 59.5636528 36.3497447, 59.5635155 36.3496618, 59.5628718 36.3503669, 59.5630263 36.3504775, 59.5627945 36.350671, 59.5622366 36.3507402, 59.5621455 36.350834, 59.5620821 36.3508992, 59.562168 36.3512863, 59.5619534 36.3514591, 59.5618504 36.3513761, 59.5610178 36.3519084, 59.5611037 36.352019, 59.5591725 36.3531043, 59.5587918 36.3532988, 59.5585828 36.3529876, 59.5583421 36.3527934))",مشهد,بولوار توس,پردیس قائم,"[260755057, 260755058, 260755059, 260755060, 260755061, 260755062, 708172590, 260755063, 260755064, 260755065, 260755066, 260755067, 260755068, 260755069, 260755070, 260755071, 584116809, 260755072, 260755073, 260755074, 260755075, 708168822, 708168569, 260755076, 260755077, 260755078, 708168760, 260755079, 260755080, 260755081, 260755082, 260755083, 260755084, 260755085, 708168665, 260755086, 260755087, 260755088, 260755089, 260755090, 260755091, 260755092, 260755093, 708168504, 260755057]",park,,Gha'em Paradise Park,Q26954602,,,,,پارک پردیس قائم,,,,,,
way,24044482,,"POLYGON ((59.61536 36.3299123, 59.6154373 36.3298718, 59.6157854 36.3297395, 59.6158077 36.3297305, 59.6160393 36.3301006, 59.6158081 36.3301945, 59.6155916 36.3302824, 59.6154782 36.3301013, 59.61536 36.3299123))",,,بوستان نسترن,"[260759413, 724343963, 724343970, 260759414, 260759415, 724343917, 260759416, 724343985, 260759413]",park,,Nastaran Park,,,,,,,,,,,,
way,24252071,,"POLYGON ((59.6123918 36.3115549, 59.6126746 36.3114178, 59.6129296 36.3112942, 59.6130604 36.3114695, 59.6131955 36.3116505, 59.6129392 36.3117747, 59.6126838 36.3118985, 59.6126577 36.3119112, 59.6123918 36.3115549))",,,بوستان پامچال,"[262570459, 724435856, 262570460, 724435829, 262570461, 724435873, 724435875, 262570462, 262570459]",park,,,,,,,,,,,,,,
way,24252073,,"POLYGON ((59.6091411 36.3147133, 59.609379 36.3152828, 59.60909 36.3153851, 59.6091094 36.3154859, 59.6084502 36.3157046, 59.6080783 36.3150996, 59.6091411 36.3147133))",,,,"[262570466, 262570467, 262570468, 262570469, 262570470, 262570471, 262570466]",park,,,,,,,,,,,,,,
way,24252093,,"POLYGON ((59.5543409 36.3119362, 59.5548644 36.3115582, 59.5552646 36.3119427, 59.5552789 36.3121917, 59.5543656 36.3122252, 59.5543409 36.3119362))",,,بوستان کمال الدین بهزاد,"[262570763, 262570764, 262570765, 262570766, 262570767, 262570763]",park,,Behzad Park,,,,,,,,,,,,
way,24284022,,"POLYGON ((59.6363461 36.3059346, 59.6367084 36.3061521, 59.6370728 36.3068876, 59.6360313 36.3062551, 59.6363461 36.3059346))",,,پارک خیرآباد,"[262947916, 262947917, 262947918, 262947919, 262947916]",park,,,,,,,,,,,,,,
way,24387152,,"POLYGON ((59.5728242 36.3011943, 59.572871 36.3012782, 59.5740554 36.3014442, 59.5742614 36.3014027, 59.5743473 36.3014927, 59.5749481 36.3015895, 59.5761154 36.3015826, 59.5759866 36.3014027, 59.5758493 36.3014373, 59.5755489 36.3014373, 59.5751627 36.3014027, 59.5747764 36.3013958, 59.5739195 36.3011945, 59.5736367 36.301251, 59.5730977 36.3011702, 59.5728242 36.3011943))",,,پارک خطی قره خان,"[264631991, 264631992, 264631993, 264631994, 264631995, 264631996, 264631997, 264631998, 264631999, 264632000, 264632001, 264632002, 264632004, 264632005, 2318577395, 264631991]",park,,,,,,,,,,,,,,
way,24387156,,"POLYGON ((59.5725963 36.3012091, 59.5726993 36.3014166, 59.5719268 36.3020391, 59.5718668 36.3021844, 59.5716865 36.3030767, 59.5714119 36.3033949, 59.5713302 36.3032321, 59.5715234 36.3030421, 59.5715921 36.3025717, 59.5716179 36.3022466, 59.5716951 36.3019769, 59.5719526 36.3016933, 59.5719354 36.3015964, 59.5722015 36.3014927, 59.5723732 36.3013543, 59.5725963 36.3012091))",,,پارک خطی قره خان,"[264632135, 264632136, 264632137, 264632138, 264632139, 264632140, 264632141, 264632142, 264632143, 264632144, 264632145, 264632146, 264632148, 264632149, 264632150, 264632135]",park,,,,,,,,,,,,,,
way,24392395,,"POLYGON ((59.5582081 36.3282905, 59.558172 36.3278999, 59.558893 36.3278567, 59.5589291 36.3282472, 59.5582081 36.3282905))",,,بوستان ثمانه,"[264728406, 264728407, 264728408, 264728409, 264728406]",park,,,,,,,,,,,,,,
way,24392400,,"POLYGON ((59.5590558 36.3278462, 59.5596259 36.327807, 59.559662 36.3281479, 59.5590918 36.328187, 59.5590558 36.3278462))",,,بوستان ثمانه,"[264728704, 264728706, 264728708, 264728709, 264728704]",park,,,,,,,,,,,,,,
way,24392458,,"POLYGON ((59.5530558 36.3352818, 59.5536857 36.3352426, 59.5537216 36.3352684, 59.5537525 36.3356322, 59.5530504 36.3356703, 59.5530558 36.3352818))",,,بوستان سوسن,"[264728984, 1842625757, 264728985, 264728986, 264728988, 264728984]",park,,,,,,,,,,,,,,
way,24392528,,"POLYGON ((59.5538519 36.3352067, 59.5542916 36.3351817, 59.5543292 36.3356115, 59.5538895 36.3356365, 59.5538519 36.3352067))",,,,"[264729221, 1842625754, 1842625766, 264729224, 264729221]",park,,,,,,,,,,,,,,
way,24397926,,"POLYGON ((59.6234241 36.3256652, 59.6236274 36.3256061, 59.6238691 36.3255888, 59.6241637 36.3255951, 59.6243519 36.3256351, 59.6245431 36.3256948, 59.6247185 36.3257713, 59.6248809 36.3258676, 59.6250832 36.3260078, 59.6251096 36.3260375, 59.6251533 36.3260878, 59.6252116 36.3261526, 59.62527 36.326221, 59.6249012 36.3262814, 59.6248418 36.3262955, 59.6244813 36.3263162, 59.6242626 36.3263231, 59.6239835 36.3262609, 59.6239615 36.32625, 59.6238256 36.3261829, 59.6237045 36.3260875, 59.6235564 36.3258645, 59.6234422 36.3256901, 59.6234241 36.3256652))",,,,"[264795711, 710303961, 264795712, 264795713, 710303914, 264795714, 710303872, 264795715, 264795716, 7805705675, 7805705682, 7805705691, 264795717, 710303904, 264795718, 264795719, 264795720, 264795721, 724160911, 264795722, 710303989, 710303907, 710303981, 264795711]",park,,,,,,,,,,,,,,
way,24407463,,"POLYGON ((59.5827752 36.3006584, 59.5826328 36.3008477, 59.5829844 36.3009883, 59.5831875 36.3007342, 59.5831655 36.3006794, 59.5830564 36.3006278, 59.5829804 36.3006697, 59.5827752 36.3006584))",,,بوستان قائم,"[264958374, 264958375, 264958376, 2318577387, 264958377, 264958378, 2318577385, 264958374]",park,,Ghaem Park,,,,,,,,,,,,
way,24456943,,"POLYGON ((59.5618918 36.3047625, 59.5628348 36.3044682, 59.5629416 36.3046905, 59.5619986 36.3049848, 59.5618918 36.3047625))",,,بوستان فلسطین,"[265808665, 265808666, 265808667, 265808668, 265808665]",park,,Palestine Park,,,,,,,,,,,,
way,24456992,,"POLYGON ((59.5455704 36.3161939, 59.5456199 36.3162419, 59.5457819 36.316404, 59.5458032 36.3164252, 59.5460632 36.3162582, 59.5472678 36.3161811, 59.5472627 36.3161562, 59.5472172 36.3159363, 59.5471862 36.3158303, 59.5470654 36.3156869, 59.5468226 36.3154483, 59.5467823 36.3154064, 59.5465664 36.3155467, 59.5455704 36.3161939))",,,پارک جامی,"[265809357, 1088224100, 1088223787, 265809358, 670076246, 265809359, 1088224281, 1088223988, 1088223931, 1088224370, 1088223725, 265809362, 1088224063, 265809357]",park,,Jaami Park,,,,,,,,,,,,
way,24476616,,"POLYGON ((59.5958115 36.3199296, 59.5962356 36.3198062, 59.5960581 36.3194058, 59.5956165 36.3195467, 59.5958115 36.3199296))",,,پارک جواهری,"[266114222, 266114223, 266114224, 266114225, 266114222]",park,,Javaheri Park,,,,,,,,,,,,
way,24476618,,"POLYGON ((59.5955189 36.3193991, 59.5959567 36.3192819, 59.5957761 36.3187653, 59.595407 36.3188275, 59.5953621 36.3188926, 59.5953212 36.318952, 59.5955189 36.3193991))",,,پارک جواهری,"[266114245, 266114246, 266114247, 266114248, 724329680, 266114249, 266114245]",park,,Javaheri Park,,,,,,,,,,,,
way,24476619,,"POLYGON ((59.6030875 36.3184581, 59.6032406 36.3187631, 59.6040782 36.3185928, 59.6039094 36.3182636, 59.6030875 36.3184581))",,,,"[266114269, 266114270, 266114271, 266114272, 266114269]",park,,,,,,,,,Potlatch 0.9a,,,,,
way,24481641,,"POLYGON ((59.5377009 36.355743, 59.5381354 36.3551511, 59.5377181 36.354955, 59.537587 36.3550927, 59.5372024 36.3549136, 59.5370759 36.3550543, 59.5367825 36.3549136, 59.5365422 36.3552177, 59.5377009 36.355743))",,,,"[266184922, 266184923, 266184924, 266184925, 266184926, 266184927, 266184928, 266184929, 266184922]",park,,,,,,,,,Potlatch 0.9a,,,,,
way,24481803,,"POLYGON ((59.6164682 36.3190215, 59.6157689 36.3194638, 59.6151016 36.3198818, 59.6151814 36.3201298, 59.6152485 36.3202879, 59.6154887 36.3205916, 59.6158653 36.3210913, 59.6162558 36.3209317, 59.6172826 36.3205227, 59.6171952 36.3204002, 59.6179209 36.3201114, 59.6178462 36.3199981, 59.6177284 36.3199543, 59.6174523 36.3197318, 59.6172104 36.3196665, 59.6169216 36.3194818, 59.6167722 36.3193461, 59.6164682 36.3190215))",,,پارک مطهر,"[266185856, 724352856, 266185857, 724352865, 266185858, 724352835, 266185859, 724352846, 2297921827, 2297921826, 266185860, 266185861, 266185862, 724352873, 266185863, 266185864, 724352845, 266185856]",park,,Motahar Park,,,,,,,,,,,,
way,24493445,,"POLYGON ((59.6061392 36.2876883, 59.6061148 36.2875908, 59.6060657 36.2873949, 59.6060285 36.2872466, 59.6062383 36.2872295, 59.606389 36.2872172, 59.6065568 36.2872407, 59.6066997 36.2872607, 59.6070238 36.2872971, 59.6073082 36.2873694, 59.6071562 36.2875394, 59.607018 36.2876939, 59.6066456 36.2875361, 59.6066027 36.2875846, 59.6066027 36.2876192, 59.606366 36.2876545, 59.6061392 36.2876883))",,,پارک گل نرگس,"[266331629, 1138984879, 1138985411, 1138985653, 1138985463, 1138985242, 1138984796, 1138985571, 1138984899, 1138985483, 1138985343, 266331635, 266331636, 266331637, 266331638, 1138985604, 266331629]",park,,,,,,,,,,yes,24/7,,,
way,24493448,,"POLYGON ((59.6003899 36.2890372, 59.6008328 36.2897217, 59.6005805 36.2898342, 59.6003684 36.2897987, 59.599347 36.2902754, 59.5987518 36.2893557, 59.5996881 36.2889787, 59.5998004 36.2889315, 59.5999793 36.2892091, 59.6003899 36.2890372))",,,باغ ملی,"[266331652, 266331653, 266331654, 266331655, 266331656, 1138985303, 4189154004, 266331661, 266331662, 266331652]",park,,Melli Garden,Q26954594,,,,,,,,,,,
way,24493668,,"POLYGON ((59.6162874 36.2907714, 59.6161332 36.2905099, 59.6161706 36.2903485, 59.6161448 36.2901499, 59.6164151 36.2900706, 59.6172275 36.2898541, 59.6181612 36.2905158, 59.6176726 36.2908524, 59.6173346 36.2910102, 59.6169063 36.2906707, 59.6165892 36.2907368, 59.6162874 36.2907714))",,,باغ رضوان,"[266334417, 266334418, 1231349801, 266334419, 3846545371, 266334420, 266334421, 266334422, 266334423, 266334424, 266334425, 266334417]",park,,Rezvan Garden,,,,,,,,,,,,
way,24694267,,"POLYGON ((59.6344607 36.338681, 59.6353404 36.3381246, 59.6356543 36.3384466, 59.6347746 36.339003, 59.6344607 36.338681))",,,,"[268420900, 268420901, 268420902, 268420903, 268420900]",park,,,,,,,,,,,,,,
way,24694271,,"POLYGON ((59.6348192 36.3395378, 59.6349675 36.3394435, 59.635487 36.3399738, 59.6353386 36.3400681, 59.6348192 36.3395378))",,,بوستان نگین,"[268420952, 268420953, 268420955, 268420956, 268420952]",park,,Negin park,,,,,,,,,,,,
way,24694274,,"POLYGON ((59.6338799 36.3382721, 59.6340016 36.3381956, 59.6341072 36.3383046, 59.6339854 36.3383811, 59.6338799 36.3382721))",,,,"[268420980, 268420981, 268420982, 268420983, 268420980]",park,,,,,,,,,,,,,,
way,24745070,,"POLYGON ((59.5462731 36.328821, 59.546684 36.32875, 59.5469778 36.3298537, 59.5465669 36.3299247, 59.5462731 36.328821))",,,بوستان زیبا,"[268926541, 268926542, 268926543, 268926544, 268926541]",park,,Ziba Park,,,,,,,,,,,,
way,24745467,,"POLYGON ((59.5858921 36.3470495, 59.5879892 36.3480001, 59.5872792 36.3473358, 59.5865558 36.346659, 59.5858921 36.3470495))",,,,"[268929266, 268929267, 268930983, 268929268, 268929266]",park,,,,,,,,,,,,,,
way,24804681,,"POLYGON ((59.6146418 36.3248448, 59.6150881 36.3246719, 59.6152769 36.3250038, 59.6148134 36.3251975, 59.6146418 36.3248448))",,,,"[269490806, 269490807, 269490808, 269490809, 269490806]",park,,,,,,,,,Potlatch 0.9c,,,,,
way,24804683,,"POLYGON ((59.6165363 36.3266419, 59.6162667 36.3261967, 59.6167102 36.3260224, 59.6169437 36.3259306, 59.617191 36.3258334, 59.6173449 36.325773, 59.6174923 36.3260164, 59.6176144 36.3262181, 59.617451 36.3262843, 59.6172084 36.3263777, 59.6169748 36.3264695, 59.6165363 36.3266419))",,,بوستان پونه,"[269490910, 269490912, 724396265, 724396217, 724396187, 269490914, 724396250, 269490916, 724396334, 724396201, 724396321, 269490910]",park,,Pooneh Park,,,,,,,,,,,,
way,24823360,,"POLYGON ((59.6375432 36.3344424, 59.6379808 36.3341634, 59.6384757 36.3346669, 59.6380381 36.334946, 59.6375432 36.3344424))",,,بوستان نگین,"[8928815094, 8928815093, 8928815096, 8928815095, 8928815094]",park,,Negin Park,,,,,,,,,,,,
way,25409529,,"POLYGON ((59.5491829 36.32135, 59.5479069 36.3214228, 59.5479391 36.3217897, 59.5492152 36.3217169, 59.5491829 36.32135))",,,پارک نیلوفر,"[276923062, 276923063, 276923064, 276923065, 276923062]",park,,Niloufar Park,,,,,,,,,,,,
way,25409565,,"POLYGON ((59.55258 36.3211081, 59.5540476 36.3210273, 59.5540802 36.3214112, 59.5526126 36.321492, 59.55258 36.3211081))",,,پارک مینا,"[276923248, 276923249, 276923250, 276923251, 276923248]",park,,Mina Park,,,,,,,,,,,,
way,25409571,,"POLYGON ((59.5589858 36.321234, 59.5583573 36.3212758, 59.5584385 36.3220686, 59.5590669 36.3220268, 59.5589858 36.321234))",,,پارک بنفشه,"[276923320, 276923321, 276923322, 276923323, 276923320]",park,,Banafsheh Park,,,,,,,,,,Japanie's Park,,
way,25409667,,"POLYGON ((59.5506991 36.327684, 59.5505067 36.3278352, 59.549565 36.3280809, 59.5491481 36.3261822, 59.5500885 36.326117, 59.5501254 36.326576, 59.5505495 36.3265549, 59.5506991 36.327684))",,,بوستان رسالت,"[276924463, 2584915905, 276924464, 276924465, 276924466, 276924467, 276924468, 276924463]",park,,Resalat Park,,,,,,,,,,,,
way,25409730,,"POLYGON ((59.5532282 36.3281928, 59.553921 36.3281521, 59.5539556 36.3285348, 59.5533911 36.328568, 59.5533859 36.3285107, 59.5532577 36.3285182, 59.5532282 36.3281928))",,,بوستان سمیه,"[276925147, 276925148, 276925149, 276925150, 276925152, 276925153, 276925147]",park,,,,,,,,,,,,,,
way,25409738,,"POLYGON ((59.5524737 36.3282492, 59.5530771 36.3282071, 59.5531201 36.3286074, 59.55279 36.3286304, 59.5527785 36.3285235, 59.5525053 36.3285425, 59.5524737 36.3282492))",,,بوستان سمیه,"[276925237, 276925238, 276925239, 276925240, 276925241, 276925242, 276925237]",park,,,,,,,,,,,,,,
way,25409908,,"POLYGON ((59.5944669 36.3210394, 59.5947845 36.3209495, 59.5949562 36.321316, 59.5946386 36.3213783, 59.5944669 36.3210394))",,,بوستان امج و کماج,"[276928237, 276928238, 276928239, 276928240, 276928237]",park,,Omaj & Komaj Park,,,,,,,,,,,,
way,25409914,,"POLYGON ((59.5946717 36.321485, 59.5949964 36.3214016, 59.5952063 36.3219319, 59.5948816 36.3220153, 59.5946717 36.321485))",,,بوستان امج و کماج,"[276928285, 276928286, 276928287, 276928288, 276928285]",park,,Omaj & Komaj Park,,,,,,,,,,,,
way,25453437,,"POLYGON ((59.5854142 36.3428995, 59.5850961 36.3427069, 59.5849701 36.342631, 59.5845087 36.3423527, 59.584344 36.3422534, 59.584404 36.3421888, 59.5844779 36.3421093, 59.5846461 36.3422108, 59.5847482 36.3422724, 59.5850184 36.3419817, 59.5851445 36.341846, 59.5852949 36.3419381, 59.5855167 36.3420705, 59.5856652 36.34216, 59.585947 36.34233, 59.5857401 36.3425526, 59.5857249 36.342569, 59.5855789 36.3427261, 59.5854142 36.3428995))",مشهد,ولیعصر ۲۷,بوستان امیریه,"[277377895, 710906742, 1182690716, 710906739, 277377896, 710906765, 277377897, 710906767, 277377898, 710906761, 277377899, 710906738, 710906814, 710906727, 277377904, 710906688, 710906778, 710906731, 277377895]",park,,Amiriyeh park,,,,,,,,,,,,
