element_type,osmid,barrier,geometry,addr:city,addr:street,name,nodes,leisure,old_name,name:en,wikidata,int_name,name:ar,tourism,wikipedia,name:fa,created_by,access,opening_hours,alt_name,ways,type
way,58654680,,"POLYGON ((59.6301564 36.3430125, 59.6298604 36.3427009, 59.630211 36.3424848, 59.630507 36.3427964, 59.6301564 36.3430125))",,,,"[726730151, 726730323, 726729900, 726730231, 726730151]",park,,,,,,,,,,,,,,
way,89147431,,"POLYGON ((59.5542797 36.3434861, 59.5540949 36.3428177, 59.5540788 36.3427593, 59.5541073 36.3425199, 59.5541435 36.3420398, 59.5542604 36.3420571, 59.5542547 36.3421805, 59.5542892 36.3421859, 59.5543546 36.3421961, 59.554425 36.3421357, 59.5546497 36.3421787, 59.5545374 36.3425899, 59.5544616 36.3428471, 59.5542797 36.3434861))",,,بوستان آلاله,"[1034043664, 1842625937, 1034043709, 1034043643, 1034043594, 1034043577, 1034043743, 1034043634, 1034043638, 1034043792, 1034043779, 1034043657, 1842625938, 1034043664]",park,,Alaleh park,,,,,,,,,,,,
way,89156127,,"POLYGON ((59.576954 36.289393, 59.5762345 36.289144, 59.576301 36.2890191, 59.5770205 36.2892682, 59.576954 36.289393))",,,بوستان محتشمی,"[1034215057, 1034215133, 1034214957, 1034215197, 1034215057]",park,,Mohtashami Park,,,,,,,,,,,,
way,91074951,,"POLYGON ((59.5434568 36.2912261, 59.5433052 36.2913408, 59.5438843 36.291838, 59.5440359 36.2917232, 59.5434568 36.2912261))",,,,"[1057481067, 1057480577, 1057480620, 1057480733, 1057481067]",park,,,,,,,,,,,,,,
way,91074969,,"POLYGON ((59.5433879 36.2911662, 59.5432378 36.2912808, 59.5426513 36.290782, 59.5428014 36.2906674, 59.5433879 36.2911662))",,,,"[1057480968, 1057481215, 1057480551, 1057480676, 1057480968]",park,,,,,,,,,,,,,,
way,93754676,,"POLYGON ((59.5437055 36.2986314, 59.5427542 36.2978325, 59.5429185 36.2977054, 59.5438698 36.2985043, 59.5437055 36.2986314))",,,بوستان نوفل,"[1088765706, 1088765701, 1088765716, 1088765710, 1088765706]",park,,Neauphle Park,,,,,,,,,,,,
way,108381174,,"POLYGON ((59.6325245 36.2905386, 59.6321348 36.2903338, 59.6317134 36.2903129, 59.6313352 36.2901477, 59.6318924 36.2897359, 59.6327613 36.2902687, 59.6325245 36.2905386))",,,بوستان فروغی بسطامی,"[3030310018, 1243749220, 1243749088, 1243748952, 1243748880, 3030310013, 3030310018]",park,,Forooghi Bastami park,,,,,,,,,,,,
way,108381221,,"POLYGON ((59.637763 36.282588, 59.637488 36.2826898, 59.637035 36.2838922, 59.6371191 36.2842157, 59.637763 36.282588))",,,,"[1243749055, 1243748917, 1243748847, 1243748994, 1243749055]",park,,,,,,,,,,,,,,
way,173451035,,"POLYGON ((59.5676825 36.3438064, 59.5684147 36.3428526, 59.5646154 36.3409603, 59.5638833 36.3419142, 59.5676825 36.3438064))",مشهد,,,"[1842625949, 1842625939, 1842625927, 1842625930, 1842625949]",park,,,,,,,,,,,,,,
way,190436223,,"POLYGON ((59.6010939 36.3355625, 59.5999028 36.3363025, 59.5995146 36.3357966, 59.6006731 36.3350926, 59.6010939 36.3355625))",,,بوستان شبنم,"[2010637247, 2010637276, 2010637254, 2010637234, 2010637247]",park,,,,,,,,,,,,,,
way,190436229,,"POLYGON ((59.5996031 36.3333015, 59.5998089 36.333536, 59.6002309 36.33335, 59.6003265 36.3334448, 59.6006411 36.3332351, 59.6015969 36.3328881, 59.601394 36.3326855, 59.5996031 36.3333015))",,,,"[2010637203, 2010637209, 2010637204, 2010637206, 2010637202, 2010637199, 2010637195, 2010637203]",park,,,,,,,,,,,,,,
way,217783263,,"POLYGON ((59.6164578 36.2838092, 59.6162232 36.2835979, 59.6164534 36.2834391, 59.6166649 36.2837064, 59.6164578 36.2838092))",,,بوستان عباسقلی خان,"[2270892464, 2270892453, 2270892452, 2270892458, 2270892464]",park,,Abbas Gholi Khan Park,,,,,,,,,,,,
way,217783271,,"POLYGON ((59.6255748 36.3308207, 59.6253575 36.3308704, 59.6251993 36.3309677, 59.6250987 36.3311502, 59.6250585 36.3313058, 59.6250571 36.3315057, 59.6252704 36.3325213, 59.6254206 36.3326293, 59.6254769 36.3327114, 59.625788 36.3342391, 59.6256861 36.3345243, 59.6258048 36.3350796, 59.6258611 36.3351671, 59.6261253 36.3352919, 59.6262433 36.3353097, 59.6263062 36.3353034, 59.6265183 36.335233, 59.6275858 36.3350671, 59.6277253 36.3350671, 59.628863 36.3348613, 59.6294094 36.3348289, 59.6301287 36.3348917, 59.6307299 36.3349631, 59.6323798 36.3351829, 59.6328648 36.3352058, 59.6334502 36.3351506, 59.6338984 36.335032, 59.6344612 36.3347811, 59.6395448 36.3315209, 59.6400248 36.3312864, 59.6404412 36.3311476, 59.6408828 36.331091, 59.6411705 36.3310994, 59.6413077 36.3311034, 59.6413946 36.3311059, 59.6419599 36.3312446, 59.6421862 36.3313374, 59.6424858 36.3314953, 59.6425941 36.3315524, 59.6426163 36.3315641, 59.6428048 36.3316689, 59.642945 36.3316852, 59.6431295 36.3316834, 59.6432979 36.331634, 59.6435391 36.3314756, 59.6436219 36.3314213, 59.6445123 36.3308366, 59.6446084 36.3307735, 59.6456593 36.3300832, 59.6457837 36.3299508, 59.6458137 36.3298111, 59.645774 36.3296304, 59.6453586 36.3291116, 59.6443611 36.3280592, 59.6441982 36.3279153, 59.643396 36.3272066, 59.6433356 36.3271508, 59.6427662 36.3266252, 59.6425228 36.3264004, 59.6422372 36.3260935, 59.6416926 36.3264876, 59.6415001 36.3268069, 59.6414451 36.3269658, 59.6413433 36.3272247, 59.6404677 36.3278092, 59.6393626 36.3281334, 59.6385724 36.3285111, 59.637855 36.3285988, 59.6371074 36.3289308, 59.6362722 36.3293641, 59.6343367 36.3301806, 59.6300204 36.3310961, 59.6294083 36.3311338, 59.6284015 36.3310584, 59.6267174 36.3308704, 59.6255748 36.3308207))",,,بوستان بزرگ بهار,"[2270892657, 8746501646, 2270892660, 8746501647, 2270892688, 8746501648, 8746501657, 8746501656, 8746501655, 8746501654, 8746501653, 2270892719, 8746501652, 8746501651, 8746501650, 2270892727, 8746501649, 2270892713, 2270892716, 2270892709, 2270892703, 4346216896, 2270892706, 2270892723, 2270892725, 2270892720, 2270892712, 2270892700, 2270892691, 2270892685, 2270892681, 2270892669, 4346216866, 4346216843, 2270892675, 2270892684, 4346216693, 4346216832, 4346216698, 2270892694, 4346216692, 2270892698, 4346216691, 2270892696, 4346216699, 4346216711, 4346216710, 4346216715, 2270892645, 4346216694, 4346216695, 2270892643, 4175229589, 4346216716, 4346216822, 4346216823, 4346216826, 4346216827, 2270892614, 4175060907, 691767211, 691767213, 691767215, 691767227, 2270892616, 2270892625, 2270892628, 2270892630, 6734586072, 2270892636, 2270892647, 2270892672, 2270892678, 2270892664, 8746501645, 2270892657]",park,,Bahar grand park,,,,,,,,,,,,
way,217783276,,"POLYGON ((59.6140189 36.2832572, 59.6137926 36.2830583, 59.6140844 36.2828808, 59.6141756 36.282946, 59.6140189 36.2832572))",,,بوستان عیدگاه,"[2270892451, 2270892450, 2270892448, 2270892449, 2270892451]",park,,Eidgah park,,,,,,,,,,,,
way,217783288,,"POLYGON ((59.5863173 36.3288941, 59.585612 36.3294115, 59.5850441 36.3289816, 59.5850441 36.3288378, 59.5857947 36.3282961, 59.586 36.32855, 59.5863173 36.3288941))",,,بوستان نارنج,"[707238349, 2270892639, 2270892635, 2270892632, 707238360, 5325431244, 707238349]",park,,Naranj park,,,,,,,,,,,,
way,217783290,,"POLYGON ((59.581992 36.3310872, 59.5823763 36.33074, 59.5827966 36.3305316, 59.5827804 36.3308109, 59.5826583 36.3310337, 59.581992 36.3310872))",,,بوستان شفا,"[2270892667, 2270892653, 2270892650, 2270892655, 2270892663, 2270892667]",park,,Shafa park,,,,,,,,,,,,
way,234462102,,"POLYGON ((59.5345803 36.2993283, 59.5334273 36.2999289, 59.5336059 36.3000116, 59.533949 36.300066, 59.5343089 36.3000615, 59.5346871 36.2999912, 59.5349946 36.2998532, 59.5345803 36.2993283))",,,شکوفه ها,"[2427124182, 2427124224, 2427124232, 2427124239, 2427124237, 2427124229, 2427124211, 2427124182]",park,,Shokufeha,,,,,,,,,,,,
way,249279483,,"POLYGON ((59.5623324 36.323553, 59.5624291 36.3243139, 59.5631038 36.3239833, 59.5631974 36.3239013, 59.5631608 36.323503, 59.5623324 36.323553))",,,,"[2559089739, 2559089768, 2559089753, 2559089752, 2559089729, 2559089739]",park,,,,,,,,,,,,,,
way,257683295,,"POLYGON ((59.5391897 36.3569973, 59.5392872 36.3567485, 59.538344 36.3563556, 59.5381652 36.3563949, 59.5380351 36.3564211, 59.5391897 36.3569973))",مشهد,,بوستان رازی,"[2631646308, 2631646309, 2631646310, 2631646311, 2631646312, 2631646308]",park,,,,,,,,,,,,,,
way,257683297,,"POLYGON ((59.5329858 36.3572789, 59.5333679 36.3568402, 59.5323678 36.3569057, 59.5296277 36.3554912, 59.5295382 36.3555633, 59.5329858 36.3572789))",مشهد,,,"[2631646313, 2631646314, 2631646315, 2631646316, 2631646317, 2631646313]",park,,,,,,,,,,,,,,
way,257683298,,"POLYGON ((59.5308828 36.3535795, 59.5312173 36.3531644, 59.5311495 36.3531215, 59.5305835 36.3534171, 59.5308828 36.3535795))",,,,"[3257494717, 2631646319, 2631646320, 2631646321, 3257494717]",park,,,,,,,,,,,,,,
way,257822927,,"POLYGON ((59.5445426 36.3525101, 59.5446982 36.3525728, 59.5433866 36.3547675, 59.5435314 36.3542512, 59.5437339 36.35379, 59.5445426 36.3525101))",,,,"[2632851658, 4311823568, 4311824743, 2632851661, 2632851662, 2632851658]",park,,,,,,,,,,,,,,
way,258285489,,"POLYGON ((59.5386816 36.3683519, 59.5387433 36.3682694, 59.5388348 36.3683093, 59.5390022 36.3680715, 59.538696 36.3679323, 59.538588 36.3679606, 59.5383985 36.3682206, 59.5386816 36.3683519))",,,,"[2636688335, 2640314751, 2640314752, 2636688336, 2640314748, 2636688337, 2636688338, 2636688335]",park,,,,,,,,,,,,,,
way,258285532,,"POLYGON ((59.586549 36.3208269, 59.5876832 36.3201849, 59.5869754 36.3193428, 59.5858302 36.3200263, 59.586549 36.3208269))",,,بوستان زیتون,"[2636688575, 2636688578, 2636688581, 2636688583, 2636688575]",park,,,,,,,,,,,,,,
way,258285535,,"POLYGON ((59.5985118 36.2937893, 59.5987793 36.2935852, 59.5983845 36.2932467, 59.5981301 36.2934645, 59.5985118 36.2937893))",,,,"[2636688606, 2636688607, 2636688609, 2636688610, 2636688606]",park,,,,,,,,,,,,,,
way,258285536,,"POLYGON ((59.5856711 36.2990299, 59.5861948 36.2988601, 59.5859442 36.2985968, 59.5858876 36.2986514, 59.5858939 36.2987273, 59.5856512 36.2990097, 59.5856711 36.2990299))",,,,"[3451137471, 2636688613, 2636688614, 3451137459, 3451137460, 2636688615, 3451137471]",park,,,,,,,,,,,,,,
way,258285537,,"POLYGON ((59.5546931 36.2875187, 59.5552134 36.2870509, 59.5552906 36.2869554, 59.5553302 36.2868426, 59.5553371 36.2867581, 59.5552897 36.2866316, 59.5552529 36.2864963, 59.5552357 36.2863492, 59.5552327 36.2862443, 59.5551761 36.286135, 59.555079 36.2860204, 59.5549402 36.2859286, 59.5547746 36.2858714, 59.5544594 36.2857917, 59.5547679 36.2859421, 59.5549194 36.2860194, 59.5550495 36.2861184, 59.5551602 36.2862963, 59.5552011 36.2864742, 59.5552346 36.2866743, 59.5551532 36.2869624, 59.5546082 36.2874531, 59.5546931 36.2875187))",,,,"[2636688616, 2636688617, 4189063035, 2636688618, 4189063033, 4189063034, 4189063021, 4189063022, 4189063024, 4189063023, 2636688619, 4189063028, 4189063027, 4189063025, 4189063029, 4189063030, 4189063026, 4189063032, 4189063031, 2636688620, 2636688621, 2636688622, 2636688616]",park,,,,,,,,,,,,,,
way,258285538,,"POLYGON ((59.5339782 36.2883239, 59.5340605 36.2882378, 59.5340685 36.2881038, 59.5340189 36.2880357, 59.5339827 36.2880659, 59.5339948 36.2881157, 59.5339679 36.2881557, 59.533925 36.2881675, 59.5338647 36.2881438, 59.5301864 36.2900498, 59.530182 36.2900766, 59.5302852 36.290189, 59.5303376 36.2902019, 59.5303973 36.2901903, 59.5339782 36.2883239))",,,,"[2636688623, 6419593257, 2636688624, 6419593256, 6419593255, 6419593254, 6419593253, 6419593252, 6419593251, 2636688625, 6419593258, 6419593259, 6419593260, 2636688626, 2636688623]",park,,,,,,,,,,,,,,
way,295468723,,"POLYGON ((59.5931595 36.2887566, 59.5930529 36.2888454, 59.5929163 36.2889016, 59.5927645 36.2889189, 59.5926139 36.2888956, 59.5924809 36.2888341, 59.5923798 36.2887411, 59.5923217 36.2886268, 59.5923128 36.2885034, 59.5923541 36.2883843, 59.5924411 36.2882826, 59.5925644 36.2882091, 59.5927106 36.2881718, 59.5928639 36.2881749, 59.5930076 36.2882179, 59.5931263 36.2882962, 59.593207 36.2884013, 59.5932409 36.2885218, 59.5932245 36.2886447, 59.5931595 36.2887566))",,,,"[2992046121, 2992046122, 2992046123, 2992046124, 2992046125, 2992046126, 2992046108, 2992046109, 2992046110, 2992046111, 2992046112, 2992046119, 2992046120, 2992046113, 2992046114, 2992046115, 2992046116, 2992046117, 2992046118, 2992046121]",park,,,,,,,,,,,,,,
way,311219971,,"POLYGON ((59.6374271 36.3244011, 59.6375505 36.3246258, 59.6374592 36.3246556, 59.6373975 36.3247133, 59.6373777 36.3247928, 59.6368594 36.3247928, 59.6364423 36.3249499, 59.6363362 36.3249459, 59.6361799 36.324742, 59.6363944 36.3247982, 59.6364964 36.3247614, 59.6364818 36.3246993, 59.6370297 36.3245482, 59.6374271 36.3244011))",,,,"[3168066498, 3168070442, 3168070443, 3168070444, 3168070445, 3168070446, 3168070448, 3168070449, 3607641903, 3607641904, 3607641905, 3168066488, 3168066489, 3168066498]",park,,,,,,,,,,,,,,
way,311219972,,"POLYGON ((59.6360573 36.3248544, 59.6360153 36.3248704, 59.6359511 36.3250215, 59.6350774 36.3253933, 59.6348331 36.3253774, 59.6349392 36.3255285, 59.635028 36.3255385, 59.6361313 36.3250911, 59.6361807 36.3250294, 59.6360573 36.3248544))",,,,"[3168070455, 3168070456, 3168070457, 3168070458, 3168070459, 3168070460, 3168070461, 3168070462, 3168070463, 3168070455]",park,,,,,,,,,,,,,,
way,311219975,,"POLYGON ((59.6346702 36.325453, 59.6346159 36.3255942, 59.6344431 36.3256677, 59.6343839 36.3255902, 59.6323427 36.3264592, 59.6323945 36.3265427, 59.6320194 36.3267117, 59.6320786 36.3267892, 59.6321798 36.3268091, 59.6347763 36.3256777, 59.6347962 36.3256196, 59.6346702 36.325453))",,,,"[3168070465, 3168070466, 3168070467, 3168070468, 3168070469, 3168070470, 3168070471, 3168070472, 3168070473, 3168070475, 3168070476, 3168070465]",park,,,,,,,,,,,,,,
way,311220040,,"POLYGON ((59.6273805 36.3274074, 59.627379 36.327481, 59.6277896 36.3274641, 59.627842 36.3274376, 59.627845 36.3272432, 59.6277761 36.3272227, 59.6273805 36.3274074))",,,,"[3168068188, 3168068189, 3168068190, 3168068191, 3168068192, 3168068193, 3168068188]",park,,,,,,,,,,,,,,
way,317148960,,"POLYGON ((59.6103848 36.3164808, 59.6104537 36.3166474, 59.6110261 36.3164759, 59.6109632 36.316348, 59.6103848 36.3164808))",,,,"[3233872602, 3233872603, 3233872604, 3233872605, 3233872602]",park,,,,,,,,,,,,,,
way,334242610,,"POLYGON ((59.5408644 36.3143347, 59.5407714 36.3142779, 59.5406958 36.3142062, 59.5406412 36.3141231, 59.54061 36.3140325, 59.5401918 36.3124585, 59.5398468 36.310588, 59.5398138 36.3104456, 59.5398879 36.3104327, 59.5408423 36.3140554, 59.5409195 36.3141729, 59.5410053 36.3142213, 59.5408644 36.3143347))",,,,"[3413461542, 3413461541, 3413461540, 3413461538, 3413461536, 3413461531, 3413461517, 3413461515, 3413461514, 260219148, 260219147, 260219146, 3413461542]",park,,,,,,,,,,,,,,
way,334242612,,"POLYGON ((59.5378323 36.3027558, 59.5377868 36.30274, 59.5377414 36.3028626, 59.5377313 36.3030362, 59.5377618 36.3032442, 59.537898 36.3037193, 59.5379648 36.3037068, 59.5380498 36.3040037, 59.537983 36.3040161, 59.5385443 36.3065417, 59.5393046 36.3093099, 59.5393899 36.3095638, 59.5394936 36.3097718, 59.5397111 36.3100617, 59.5397782 36.3103402, 59.5398598 36.3103262, 59.5383397 36.3046506, 59.5378323 36.3027558))",,,,"[260219152, 3413453531, 3413453532, 3413453535, 3413453541, 3413453561, 3413453560, 3413453572, 3413453573, 3413461437, 3413461502, 3413461506, 3413461508, 3413461509, 3413461512, 3413461511, 8795657830, 260219152]",park,,,,,,,,,,,,,,
way,334242613,,"POLYGON ((59.5390107 36.3106241, 59.5386405 36.3091449, 59.5386887 36.3088699, 59.5386945 36.3087161, 59.5391823 36.3105728, 59.539111 36.3106148, 59.5390107 36.3106241))",,,,"[3413461520, 3413461500, 3413461496, 3413461491, 3413461516, 3413461519, 3413461520]",park,,,,,,,,,,,,,,
way,334242614,,"POLYGON ((59.539742 36.3130579, 59.5395414 36.3127285, 59.5391095 36.3110551, 59.539204 36.3110411, 59.5392773 36.3112493, 59.5393872 36.3114529, 59.5394759 36.3117372, 59.5395916 36.3125172, 59.539742 36.3130579))",,,,"[3413461534, 3413461533, 3413461524, 3413461523, 3413461527, 3413461528, 3413461529, 3413461532, 3413461534]",park,,,,,,,,,,,,,,
way,334242616,,"POLYGON ((59.538576 36.3091394, 59.537278 36.3042061, 59.5373326 36.3041358, 59.5373996 36.3042173, 59.5374771 36.3043116, 59.537578 36.304516, 59.5381397 36.3066805, 59.538606 36.308511, 59.5386142 36.3088516, 59.538576 36.3091394))",,,,"[3413461499, 3413453577, 3413453575, 3413453578, 3413453580, 3413453584, 3413461445, 3413461486, 3413461494, 3413461499]",park,,,,,,,,,,,,,,
way,406172821,,"POLYGON ((59.6369432 36.3284555, 59.6369788 36.3285341, 59.636884 36.3285895, 59.6370097 36.3286985, 59.6378631 36.3282652, 59.638605 36.3281876, 59.6392176 36.3278862, 59.6402341 36.3276064, 59.6411114 36.3271166, 59.6413224 36.3266084, 59.6415958 36.3262145, 59.6419692 36.3259251, 59.6419452 36.3258789, 59.6416844 36.3259644, 59.6413753 36.3262401, 59.6412447 36.3263823, 59.6410855 36.3266799, 59.6409142 36.3270554, 59.6401661 36.3274661, 59.6399004 36.3275711, 59.639299 36.3277391, 59.6384767 36.3279261, 59.6380613 36.3280544, 59.6379583 36.3281646, 59.6377297 36.3281774, 59.6369432 36.3284555))",,,,"[4082729496, 4082729597, 4082729691, 4082759090, 4082729497, 4082729692, 4082729498, 4082729598, 4082729499, 4082729599, 4082729600, 4082729500, 4082729892, 4082729501, 4082729502, 4082729893, 4082729894, 4082783089, 4082783090, 4082783389, 4082729601, 4082783390, 4082729895, 4082729503, 4082729896, 4082729496]",park,,,,,,,,,,,,,,
way,407537407,,"POLYGON ((59.5343438 36.3643441, 59.5343001 36.3643602, 59.5342555 36.3643341, 59.5342663 36.3642976, 59.5350865 36.3634734, 59.5351589 36.3635144, 59.5343438 36.3643441))",,,بوستان نعناع,"[4095899523, 4095899527, 4095899528, 4095899524, 4095899525, 4095899526, 4095899523]",park,,,,,,,,,,,,,,
way,407537536,,"POLYGON ((59.5348275 36.3640577, 59.5352297 36.3642439, 59.5353632 36.3640276, 59.5350147 36.3638794, 59.5349431 36.3639135, 59.5348275 36.3640577))",,,بوستان شقایق,"[4095901559, 4095901560, 4095901561, 4095901562, 4063611778, 4095901559]",park,,,,,,,,,,,,,,
way,444014630,,"POLYGON ((59.6258846 36.2907749, 59.6259623 36.2908832, 59.6256114 36.2910469, 59.6255336 36.2909387, 59.6258846 36.2907749))",,,,"[5322771010, 5322771009, 5322771008, 5322771011, 5322771010]",park,,,,,,,,,,,,,,
way,445072942,,"POLYGON ((59.5495558 36.2827147, 59.5498938 36.2824706, 59.5503286 36.282862, 59.5499907 36.283106, 59.5495558 36.2827147))",,,,"[4425287573, 4425287574, 4425287575, 4425287576, 4425287573]",park,,,,,,,,,,,,,,
way,445074909,,"POLYGON ((59.5460465 36.2833088, 59.5461076 36.2831482, 59.5468933 36.2833194, 59.547647 36.28277, 59.5487944 36.2837916, 59.5487064 36.2839235, 59.5460465 36.2833088))",,,فضای سبز,"[4425305256, 4425305257, 4425305258, 4425305259, 9215717562, 4425305260, 4425305256]",park,,,,,,,,,,,,,,
way,465248319,,"POLYGON ((59.6322421 36.3018966, 59.6320557 36.3019593, 59.6318948 36.3019972, 59.6317589 36.301991, 59.6316265 36.3019658, 59.6314683 36.3019107, 59.6313369 36.301835, 59.6312832 36.3017886, 59.6314763 36.3016405, 59.6315608 36.301554, 59.6322421 36.3018966))",,,,"[4602398044, 4602398043, 4602398042, 4602398041, 4602398040, 4602398039, 4602398038, 4602398037, 4602398036, 4602398035, 4602398044]",park,,,,,,,,,,,,,,
way,465248322,,"POLYGON ((59.6330589 36.3016643, 59.6330884 36.3016243, 59.632674 36.3014071, 59.6322542 36.3018945, 59.6328617 36.301647, 59.6329703 36.3016362, 59.6330589 36.3016643))",,,بوستان گل گندم,"[4602398050, 4602398049, 4602398048, 4602398047, 4602398046, 4602398045, 4602398050]",park,,Gol-e Gandom park,,,,,,,,,,,,
way,507511931,,"POLYGON ((59.6128205 36.3270584, 59.6123089 36.3272583, 59.6120998 36.3269109, 59.6126114 36.326711, 59.6128205 36.3270584))",,,,"[4969962697, 4969962696, 4969962695, 4969962694, 4969962697]",park,,,,,,,,,,,,,,
way,514332009,,"POLYGON ((59.6240607 36.3306414, 59.6224058 36.3308142, 59.6202734 36.3314971, 59.619981 36.3316332, 59.6187848 36.3329016, 59.6178246 36.3339582, 59.6174356 36.3342736, 59.6166147 36.334628, 59.6158399 36.3348793, 59.6155456 36.3348793, 59.6163114 36.3344238, 59.6168345 36.3343608, 59.6169206 36.3343082, 59.6170614 36.3341295, 59.6172452 36.3340986, 59.6174319 36.3339552, 59.6175161 36.3338436, 59.6176127 36.3337053, 59.6177629 36.3336362, 59.6178308 36.3335238, 59.6179238 36.3333099, 59.618066 36.3331565, 59.6184871 36.3329167, 59.619104 36.3323203, 59.6191254 36.3320005, 59.6190181 36.3316872, 59.6198657 36.3312313, 59.6203002 36.3310433, 59.6215019 36.3307192, 59.6226096 36.330663, 59.6240473 36.3305204, 59.6240607 36.3306414))",مشهد,,,"[5025133745, 5025133744, 5025133743, 5025133742, 5025133741, 5025133740, 5025133739, 5025133738, 5025133737, 5025133736, 5025133735, 5025133734, 5025133733, 5025133732, 5025133731, 5025133730, 5025133729, 5025133728, 5025133727, 5025133726, 5025133725, 5025133724, 5025133723, 5025133722, 5025133721, 5025132720, 5025132719, 5025132718, 5025132717, 5025132716, 5025132715, 5025133745]",park,,,,,,,,,,,,,,
way,536846541,,"POLYGON ((59.5304914 36.3145672, 59.5311337 36.31422, 59.5314102 36.3140234, 59.5317354 36.3141151, 59.5322639 36.3150946, 59.5320972 36.315147, 59.5322488 36.3155563, 59.5319955 36.3156312, 59.5317775 36.3155518, 59.5316506 36.3154696, 59.5315278 36.315429, 59.5314508 36.3155696, 59.5315178 36.3156581, 59.5319195 36.3158022, 59.5320146 36.3159965, 59.5318052 36.3163825, 59.5320442 36.3164699, 59.5321092 36.3163576, 59.5320877 36.3163118, 59.5321481 36.3162082, 59.5322114 36.3160869, 59.5323179 36.3160507, 59.5324439 36.3160098, 59.5326867 36.316407, 59.5315077 36.3168144, 59.5307719 36.3153043, 59.5305483 36.3148587, 59.5305285 36.3147052, 59.5304914 36.3145672))",,,,"[5199665836, 5199665837, 5199665838, 5199665839, 5199665840, 5199665841, 5199665842, 5199665843, 5199665844, 5199665845, 5199665846, 5199665847, 5199665848, 5199665849, 5199665850, 5199665851, 5199665852, 5199665853, 8377395887, 5199665860, 8377395886, 5199665854, 5199665855, 5199665856, 5199665857, 5199665858, 5199665859, 9956111232, 5199665836]",park,,,,,,,,,,,,,,
way,536849306,,"POLYGON ((59.5634615 36.3248491, 59.5636547 36.3248231, 59.563821 36.324767, 59.5639631 36.3246913, 59.5641053 36.3246006, 59.5641616 36.3244817, 59.5641428 36.3243909, 59.5640838 36.3243045, 59.5639846 36.3242548, 59.5638424 36.3242094, 59.5636386 36.3241619, 59.5634911 36.3241489, 59.5633248 36.3241511, 59.563137 36.3241943, 59.5629519 36.3242721, 59.562783 36.3243909, 59.5627105 36.324512, 59.5627508 36.3246438, 59.562901 36.3247389, 59.5631558 36.3248167, 59.5633248 36.3248491, 59.5634615 36.3248491))",,,,"[5199681999, 5199682000, 5199682001, 5199682002, 5199682003, 5199682004, 5199682005, 5199682006, 5199682007, 5199682008, 5199682009, 5199682010, 5199682011, 5199682012, 5199682013, 5199682014, 5199682015, 5199682016, 5199682017, 5199682018, 5199682019, 5199681999]",park,,,,,,,,,,,,,,
way,537262841,,"POLYGON ((59.5378333 36.3007726, 59.5378483 36.3006205, 59.5378303 36.3005021, 59.5377844 36.3003977, 59.5378711 36.3004373, 59.5379642 36.3004644, 59.538147 36.3004694, 59.5378333 36.3007726))",,,,"[5203106136, 5203106137, 5203106138, 5203106142, 5203106141, 5203106140, 5203106139, 5203106136]",park,,,,,,,,,,,,,,
way,549554257,,"POLYGON ((59.6316487 36.312724, 59.6317479 36.3127348, 59.6322468 36.3124819, 59.6322025 36.3124008, 59.6315065 36.3126332, 59.6316487 36.312724))",,,بوستان گلها,"[4969965146, 4969965147, 4969965143, 4969965144, 4969965145, 4969965146]",park,,,,,,,,,,,,,,
way,549868382,,"POLYGON ((59.5943126 36.3313499, 59.5948064 36.3312869, 59.5947582 36.3310414, 59.5942644 36.3311044, 59.5943126 36.3313499))",مشهد,۲۲/۱,زمین بازی,"[5311668047, 5311668048, 5311668049, 5311668050, 5311668047]",park,,,,,,,,,,,,,,
way,549902747,,"POLYGON ((59.5920438 36.333157, 59.5919514 36.3330036, 59.592963 36.3328828, 59.5930072 36.3329045, 59.5929957 36.3329323, 59.5929245 36.3329695, 59.5920438 36.333157))",مشهد,موسوی قوچانی۳۳,,"[5311902984, 5311902985, 5311902986, 5311902987, 5311902988, 5311902989, 5311902984]",park,,,,,,,,,,,,,,
