element_type,osmid,barrier,geometry,addr:city,addr:street,name,nodes,leisure,old_name,name:en,wikidata,int_name,name:ar,tourism,wikipedia,name:fa,created_by,access,opening_hours,alt_name,ways,type
way,550707850,,"POLYGON ((59.6294989 36.3136944, 59.6295627 36.3136923, 59.6297287 36.313619, 59.6298148 36.313581, 59.6299088 36.3135395, 59.6300234 36.3134888, 59.6301125 36.3134495, 59.630203 36.3134096, 59.6302829 36.3133742, 59.6303825 36.3133303, 59.6305077 36.313275, 59.6306328 36.3132197, 59.6307465 36.3131695, 59.6308765 36.3131121, 59.6309981 36.3130584, 59.6310695 36.3130269, 59.6311416 36.312995, 59.6312369 36.312953, 59.631326 36.3129136, 59.631421 36.3128717, 59.6314696 36.3128502, 59.6314003 36.3127517, 59.6312053 36.312831, 59.6310748 36.312884, 59.6309227 36.3129458, 59.6307569 36.3130133, 59.6304897 36.3131219, 59.6301933 36.3132424, 59.6299906 36.3133248, 59.629837 36.3133872, 59.6297126 36.3134378, 59.6296481 36.313464, 59.6294179 36.3135576, 59.6294639 36.3136353, 59.6294989 36.3136944))",,بولوار فاطمیه,,"[4969965148, 277555808, 5318938500, 5318938501, 5318938502, 5318938503, 5318938504, 5318938505, 5318938506, 5318938507, 5318938508, 5318938509, 5318938510, 5318938511, 5318938512, 5318938513, 5318938514, 5318938515, 5318938516, 5318938517, 277555809, 277555810, 5318938518, 5318938519, 5318938520, 5318938621, 5318938622, 5318938623, 5318938624, 5318938625, 5318938626, 5318938627, 277555807, 5318938628, 4969965148]",park,,,,,,,,,,,,,,
way,554277645,,"POLYGON ((59.6280885 36.3417408, 59.6283419 36.3420037, 59.6288669 36.3416754, 59.6286134 36.3414125, 59.6280885 36.3417408))",,,,"[5349238016, 5349238017, 5349238018, 5349238019, 5349238016]",park,,,,,,,,,,,,,,
way,554277646,,"POLYGON ((59.6290142 36.3418066, 59.6291952 36.3419953, 59.6290401 36.3420919, 59.6292607 36.342322, 59.6288768 36.3425609, 59.6284751 36.3421421, 59.6290142 36.3418066))",,,,"[5349238020, 5349238521, 5349238522, 5349238523, 5349238524, 5349238525, 5349238020]",park,,,,,,,,,,,,,,
way,554278047,,"POLYGON ((59.630065 36.3421569, 59.6304509 36.3419059, 59.6303045 36.3417599, 59.6299186 36.3420109, 59.630065 36.3421569))",,,,"[5349241212, 5349241213, 5349241214, 5349241215, 5349241212]",park,,,,,,,,,,,,,,
way,554278050,,"POLYGON ((59.6293221 36.3416323, 59.6294897 36.3417998, 59.629693 36.3416678, 59.6299078 36.3418826, 59.6302285 36.3416745, 59.6298461 36.3412922, 59.6293221 36.3416323))",,,,"[5349241216, 5349241217, 5349241218, 5349241219, 5349241220, 5349241721, 5349241216]",park,,,,,,,,,,,,,,
way,554278140,,"POLYGON ((59.6289562 36.3412231, 59.6291913 36.3414555, 59.6296711 36.3411405, 59.629436 36.3409081, 59.6289562 36.3412231))",,,,"[5349242133, 5349242134, 5349242135, 5349242136, 5349242133]",park,,,,,,,,,,,,,,
way,554278303,,"POLYGON ((59.6289721 36.3426318, 59.6291101 36.3427666, 59.6294616 36.3425332, 59.6293236 36.3423984, 59.6289721 36.3426318))",,,,"[5349242912, 5349242913, 5349242914, 5349242915, 5349242912]",park,,,,,,,,,,,,,,
way,554598994,,"POLYGON ((59.5615196 36.2907066, 59.5613426 36.2910415, 59.5613426 36.2910601, 59.5613907 36.2910523, 59.5614242 36.2910494, 59.5614619 36.2910461, 59.5615023 36.2910725, 59.5614984 36.2910911, 59.5614773 36.2910957, 59.561535 36.2912058, 59.5615734 36.2911996, 59.5615196 36.2907066))",,,بوستان کوچک,"[5352114421, 5352114422, 5352114423, 5352114424, 5352114434, 5352114425, 5352114426, 5352114427, 5352114428, 5352114431, 5352114429, 5352114421]",park,,,,,,,,,,,,,,
way,554600495,,"POLYGON ((59.5611122 36.2872404, 59.5614226 36.2872914, 59.5614538 36.2869049, 59.5614141 36.2868428, 59.5613391 36.2868645, 59.5611122 36.2872404))",,,بوستان گل سوسن,"[5352126799, 5745480363, 5745480362, 5352126802, 5352126803, 5352126799]",park,,,,,,,,,,,,,,
way,554661982,,"POLYGON ((59.6400988 36.3338157, 59.6409506 36.3347112, 59.6410485 36.334749, 59.6411102 36.3347393, 59.6411638 36.3346971, 59.641365 36.3342682, 59.6413744 36.334238, 59.6414738 36.3339183, 59.642304 36.3325758, 59.6423226 36.3324328, 59.6400988 36.3338157))",,,بوستان گلایل,"[724383805, 5352706359, 724383680, 5352706360, 5352706361, 5352706364, 8928815067, 724383880, 5352706374, 724383825, 724383805]",park,,Glayol Park,,,,,,,,,,,,
way,556572284,,"POLYGON ((59.5889727 36.2963629, 59.5887568 36.2963761, 59.5885874 36.2964981, 59.5883654 36.2963464, 59.5893298 36.2954434, 59.589407 36.2955526, 59.5892653 36.2956242, 59.5891632 36.2959107, 59.5893395 36.2962379, 59.5889727 36.2963629))",,,بوستان ادب,"[5337743416, 10940502551, 10940502550, 5368952775, 5368952774, 10940502558, 10940502557, 10940502552, 5368952773, 5337743416]",park,,,,,,,,,,,,,,
way,556854405,,"POLYGON ((59.5916382 36.3396925, 59.5922135 36.3396731, 59.5922323 36.3402629, 59.592078 36.3404023, 59.5921087 36.3407523, 59.5917026 36.3407998, 59.5916382 36.3396925))",,,,"[5371214977, 5371214976, 2010637507, 2010637517, 2010637533, 5371214972, 5371214977]",park,,,,,,,,,,,,,,
way,556854407,,"POLYGON ((59.6279633 36.3303864, 59.6268421 36.3304815, 59.6251953 36.3303432, 59.6250692 36.3304015, 59.6249351 36.3305506, 59.6249673 36.3306759, 59.6250156 36.33073, 59.6266115 36.3307861, 59.62751 36.3308423, 59.6289343 36.3309763, 59.6294546 36.3309979, 59.6298167 36.3309849, 59.634347 36.3300126, 59.6342933 36.3298483, 59.633089 36.3298548, 59.6325821 36.3301811, 59.6312195 36.3304966, 59.6310452 36.3305009, 59.6309298 36.330395, 59.6305221 36.3305593, 59.6301734 36.3305506, 59.6300742 36.3297576, 59.6292642 36.3298505, 59.6293876 36.330596, 59.629114 36.330704, 59.628194 36.3304123, 59.6279633 36.3303864))",,,بوستان رز,"[5371215004, 5371215003, 5371215002, 5326285814, 5371215001, 5371215000, 5371214999, 5371214998, 5371214997, 5371214996, 5371214995, 5371214994, 5371214993, 5371214992, 5371214991, 5371214990, 5371214989, 5371214988, 5371214987, 5371214986, 5371214985, 5371214984, 5371214983, 5371214982, 5371214981, 5371214980, 5371215004]",park,,,,,,,,,,,,,,
way,558912415,,"POLYGON ((59.6292297 36.2829651, 59.6280911 36.2820226, 59.6273357 36.2819944, 59.6274998 36.2826751, 59.6273114 36.282748, 59.6275527 36.2829726, 59.6276023 36.2832924, 59.627746 36.2834737, 59.627931 36.2835769, 59.6292297 36.2829651))",,,بوستان بانوان وحدت,"[5391027156, 516228624, 516228621, 516228625, 516228626, 4454656895, 696536495, 5391027155, 5391027157, 5391027156]",park,,Vahdat ladies park,,,,,,,,,,,,
way,580885882,,"POLYGON ((59.636836 36.3202558, 59.6367717 36.3201607, 59.6366966 36.3201088, 59.6365517 36.320098, 59.6385822 36.3192768, 59.6385688 36.319346, 59.636836 36.3202558))",,,,"[5559412753, 5559412752, 5559412751, 5559412750, 5559412749, 5559412748, 5559412753]",park,,,,,,,,,,,,,,
way,611773727,,"POLYGON ((59.5312764 36.3377689, 59.5313596 36.3378624, 59.537241 36.3368024, 59.5372876 36.3367004, 59.5312764 36.3377689))",,,,"[5791889164, 5791889166, 5791889173, 5791889174, 5791889164]",park,,,,,,,,,,,,,,
way,685116843,,"POLYGON ((59.530457 36.2905673, 59.5304516 36.2904927, 59.5304946 36.2904074, 59.5322863 36.2894712, 59.5323895 36.2894485, 59.5326283 36.2893307, 59.532694 36.2892539, 59.5328227 36.289188, 59.5329501 36.2891621, 59.5332599 36.2889988, 59.5333672 36.2889059, 59.5340834 36.2885318, 59.5343355 36.2885189, 59.5344723 36.2885178, 59.5345608 36.2885286, 59.5345514 36.2885783, 59.5342564 36.2885448, 59.5333243 36.2890161, 59.5333618 36.2890626, 59.532926 36.2892896, 59.5330212 36.2894215, 59.5328133 36.2895631, 59.5326859 36.2896885, 59.5325907 36.2895631, 59.5325786 36.2895199, 59.5325129 36.2894874, 59.5324231 36.2895145, 59.530457 36.2905673))",,,,"[6419593240, 6419593239, 6419595959, 6419595958, 6419595957, 6419595956, 6419595955, 6419595954, 6419595953, 6419595952, 6419595951, 6419595950, 6419595949, 6419595948, 6419595947, 6419595946, 6419595945, 6419595944, 6419595943, 6419595942, 6419595941, 6419595940, 6419595939, 6419595938, 6419595937, 6419595936, 6419595935, 6419593240]",park,,,,,,,,,,,,,,
way,685116852,,"POLYGON ((59.5294257 36.2956369, 59.5291675 36.2956028, 59.5290676 36.2954531, 59.5291883 36.2953299, 59.5287994 36.2950381, 59.5287618 36.2948803, 59.5284533 36.2946835, 59.5283139 36.2947981, 59.52811 36.2946468, 59.5279652 36.2947808, 59.5276594 36.2945906, 59.5275924 36.2944782, 59.5276165 36.2944025, 59.527764 36.2942209, 59.5277882 36.294128, 59.5277989 36.2939918, 59.5276809 36.2937431, 59.5275977 36.2936048, 59.5274529 36.2934729, 59.5276245 36.2932697, 59.5272759 36.2930622, 59.5273617 36.2929605, 59.5272866 36.2929086, 59.527359 36.2928147, 59.5280027 36.2931562, 59.5286612 36.292913, 59.5291936 36.2928038, 59.5294224 36.2924454, 59.5296053 36.2924712, 59.5311983 36.2916909, 59.5329055 36.2935231, 59.5295343 36.2954964, 59.5295718 36.2955396, 59.5294257 36.2956369))",,,بوستان وفا,"[6419596028, 6419596027, 6419596026, 6419596025, 6419596024, 6419596023, 6419596022, 6419596021, 6419596020, 6419596019, 6419596018, 6419596017, 6419596016, 6419596015, 6419596014, 6419596013, 6419596012, 6419596011, 6419596010, 6419596009, 6419596008, 6419596007, 6419596006, 6419596005, 6419596004, 6419596003, 9216989380, 8322780768, 8322780767, 8322780766, 6419595994, 6419595993, 6419595992, 6419596028]",park,,Vafa park,,,,,,,,,,,,
way,686024424,,"POLYGON ((59.6348056 36.3219998, 59.6347721 36.3220506, 59.6347413 36.3221813, 59.6347573 36.3222159, 59.6348136 36.3223012, 59.6351516 36.3222094, 59.6351865 36.3221532, 59.6350712 36.3219242, 59.634811 36.3220733, 59.6348056 36.3219998))",,,,"[6429896007, 6429896003, 6429896002, 6429896001, 6429896000, 6429895999, 6429895998, 6429896009, 6429896008, 6429896007]",park,,,,,,,,,,,,,,
way,702963618,,"POLYGON ((59.6075441 36.3351185, 59.6087312 36.3345185, 59.608777 36.3344834, 59.6087976 36.3344428, 59.6087976 36.334404, 59.6087793 36.3343634, 59.6087541 36.3343339, 59.6074547 36.3349856, 59.6075441 36.3351185))",,,,"[6601663510, 6601663511, 6601663512, 6601663513, 6601663514, 6601663515, 6601663516, 6601663517, 6601663510]",park,,,,,,,,,,,,,,
way,702963619,,"POLYGON ((59.6088185 36.3343115, 59.6088444 36.3343512, 59.6088781 36.3343742, 59.6089171 36.3343909, 59.6089742 36.3343909, 59.6090157 36.3343721, 59.6097474 36.3340201, 59.6101237 36.333839, 59.6101522 36.333816, 59.61016 36.3337951, 59.61016 36.3337763, 59.6101237 36.3336885, 59.6088185 36.3343115))",,,,"[6601663518, 6601663519, 6601663520, 6601663521, 6601663522, 6601663523, 6601663548, 6601663524, 6601663525, 6601663526, 6601663527, 6601663528, 6601663518]",park,,,,,,,,,,,,,,
way,702963621,,"POLYGON ((59.6136799 36.3319143, 59.6137396 36.3319937, 59.6147724 36.3314669, 59.614736 36.3314502, 59.6146971 36.3314418, 59.6146426 36.3314377, 59.6145725 36.3314669, 59.6136799 36.3319143))",,,,"[6601663550, 6601663551, 6601663552, 6601663553, 6601663554, 6601663555, 6601663556, 6601663550]",park,,,,,,,,,,,,,,
way,704002199,,"POLYGON ((59.6005672 36.3526419, 59.6013477 36.3523157, 59.6010098 36.3518037, 59.6006584 36.3519636, 59.6004197 36.3520392, 59.6001381 36.3520305, 59.60002 36.3520932, 59.6005672 36.3526419))",,,,"[6610564595, 6610564594, 6610564593, 6610564592, 6610564591, 6610564590, 6610564589, 6610564595]",park,,,,,,,,,,,,,,
way,762954611,,"POLYGON ((59.6094842 36.3423035, 59.6102849 36.3437348, 59.6104673 36.3438666, 59.6106631 36.3439239, 59.6109071 36.3439401, 59.6111364 36.3439141, 59.6115495 36.3437532, 59.6112145 36.3433818, 59.6100944 36.3420972, 59.6094842 36.3423035))",,,,"[7129304341, 7129304342, 7778183636, 7778183635, 7129304343, 7778183634, 7129304344, 7129304369, 7129304346, 7129304341]",park,,,,,,,,,,,,,,
way,843498556,,"POLYGON ((59.5645331 36.3557505, 59.5647723 36.3560018, 59.5645432 36.3561433, 59.5643039 36.3558921, 59.5645331 36.3557505))",,,,"[7868190714, 7868190713, 7868190712, 7868190711, 7868190714]",park,,,,,,,,,,,,,,
way,865267500,,"POLYGON ((59.5704706 36.3278012, 59.5714653 36.3277107, 59.5726148 36.3276218, 59.5730475 36.3275842, 59.5733401 36.3275705, 59.5730347 36.3273006, 59.5726381 36.3269264, 59.5726127 36.3269093, 59.5725681 36.326923, 59.5725003 36.3269947, 59.572337 36.327181, 59.5721885 36.3272955, 59.5719149 36.3274116, 59.5715904 36.3275107, 59.5713614 36.3275518, 59.5709075 36.3276013, 59.5705915 36.3276355, 59.5704706 36.3277055, 59.5704706 36.3278012))",,,,"[8064979671, 8064979672, 8064979673, 8064979674, 8064979675, 8064979676, 8064979677, 8064979678, 8064979679, 8064979680, 8064979681, 8064979682, 8064979683, 8064979684, 8064980585, 8064980586, 8064980587, 8064980588, 8064979671]",park,,,,,,,,,,,,,,
